OBJECTID,GEOID20,ED,name20,2011_district,2024_district,Total Population,White,Black,American Indian,Asian,Native Hawaiian,Some Other,Two or More,Hispanic
8,3.6029E+14,FIL 19,Block 1023,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
9,3.6029E+14,FIL 19,Block 1022,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
10,3.6029E+14,FIL 17,Block 2008,FILLMORE,FILLMORE,19,3,5,0,0,0,4,7,13
11,3.6029E+14,FIL 19,Block 2007,FILLMORE,FILLMORE,102,61,20,0,0,0,14,7,17
12,3.6029E+14,FIL 17,Block 2014,FILLMORE,FILLMORE,73,44,21,0,0,0,3,5,12
17,3.6029E+14,FIL 17,Block 2006,FILLMORE,FILLMORE,84,39,32,0,4,0,0,9,8
18,3.6029E+14,FIL 17,Block 2012,FILLMORE,FILLMORE,78,54,13,7,0,0,0,4,7
37,3.6029E+14,FIL 7,Block 1001,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
47,3.6029E+14,FIL 26,Block 1012,FILLMORE,FILLMORE,125,20,77,0,19,0,4,5,2
48,3.6029E+14,FIL 26,Block 1015,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
53,3.6029E+14,ELL 24,Block 2013,ELLICOTT,FILLMORE,0,0,0,0,0,0,0,0,0
54,3.6029E+14,ELL 24,Block 2022,ELLICOTT,FILLMORE,29,29,0,0,0,0,0,0,0
55,3.6029E+14,ELL 24,Block 1009,ELLICOTT,FILLMORE,0,0,0,0,0,0,0,0,0
56,3.6029E+14,ELL 24,Block 1019,ELLICOTT,FILLMORE,0,0,0,0,0,0,0,0,0
57,3.6029E+14,ELL 24,Block 1008,ELLICOTT,FILLMORE,19,7,8,0,2,0,0,2,0
58,3.6029E+14,ELL 24,Block 1014,ELLICOTT,FILLMORE,9,6,1,0,0,0,0,2,1
59,3.6029E+14,ELL 24,Block 1017,ELLICOTT,FILLMORE,0,0,0,0,0,0,0,0,0
60,3.6029E+14,ELL 24,Block 2017,ELLICOTT,FILLMORE,0,0,0,0,0,0,0,0,0
61,3.6029E+14,ELL 25,Block 2004,ELLICOTT,FILLMORE,20,15,3,0,0,0,0,2,2
62,3.6029E+14,ELL 24,Block 1007,ELLICOTT,FILLMORE,0,0,0,0,0,0,0,0,0
63,3.6029E+14,ELL 24,Block 1013,ELLICOTT,FILLMORE,31,26,3,0,0,0,2,0,4
65,3.6029E+14,ELL 25,Block 1004,ELLICOTT,FILLMORE,128,82,31,3,3,0,3,6,17
66,3.6029E+14,ELL 25,Block 1023,ELLICOTT,FILLMORE,18,10,6,1,1,0,0,0,2
67,3.6029E+14,FIL 7,Block 1057,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
68,3.6029E+14,FIL 7,Block 1060,FILLMORE,FILLMORE,20,16,2,0,1,0,0,1,1
69,3.6029E+14,ELL 29,Block 1033,ELLICOTT,FILLMORE,0,0,0,0,0,0,0,0,0
70,3.6029E+14,FIL 7,Block 1059,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
71,3.6029E+14,FIL 8,Block 1015,FILLMORE,FILLMORE,9,3,3,0,0,0,0,3,7
72,3.6029E+14,FIL 10,Block 1064,FILLMORE,FILLMORE,29,24,4,0,0,0,0,1,1
146,3.6029E+14,SOU 00,Block 1023,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
148,3.6029E+14,ELL 2,Block 1000,ELLICOTT,FILLMORE,186,81,43,0,0,0,40,22,78
162,3.6029E+14,FIL 7,Block 1010,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
163,3.6029E+14,FIL 20,Block 1008,FILLMORE,FILLMORE,55,8,37,0,0,0,3,7,8
165,3.6029E+14,FIL 25,Block 5016,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
178,3.6029E+14,FIL 25,Block 1016,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
179,3.6029E+14,FIL 2,Block 2005,FILLMORE,FILLMORE,9,4,0,0,0,0,3,2,2
184,3.6029E+14,FIL 19,Block 1001,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
185,3.6029E+14,FIL 17,Block 2010,FILLMORE,FILLMORE,12,7,1,0,0,0,0,4,1
186,3.6029E+14,FIL 19,Block 2000,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
187,3.6029E+14,FIL 19,Block 1000,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
188,3.6029E+14,FIL 17,Block 2005,FILLMORE,FILLMORE,58,43,0,0,2,0,7,6,11
189,3.6029E+14,FIL 19,Block 1005,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
190,3.6029E+14,FIL 16,Block 1006,FILLMORE,FILLMORE,53,30,11,0,6,0,0,6,8
195,3.6029E+14,FIL 28,Block 1010,FILLMORE,FILLMORE,48,11,11,0,14,0,3,9,9
196,3.6029E+14,FIL 28,Block 1002,FILLMORE,FILLMORE,92,10,51,0,3,0,5,23,17
199,3.6029E+14,FIL 28,Block 2003,FILLMORE,FILLMORE,122,38,61,4,2,0,12,5,17
201,3.6029E+14,FIL 28,Block 2001,FILLMORE,FILLMORE,103,17,39,2,37,0,1,7,7
202,3.6029E+14,FIL 25,Block 5003,FILLMORE,FILLMORE,44,13,13,0,4,0,2,12,8
204,3.6029E+14,FIL 28,Block 2004,FILLMORE,FILLMORE,75,21,25,0,20,0,6,3,6
217,3.6029E+14,FIL 7,Block 1084,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
219,3.6029E+14,FIL 10,Block 1083,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
222,3.6029E+14,FIL 8,Block 1094,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
225,3.6029E+14,FIL 00,Block 1090,FILLMORE,FILLMORE,8,4,0,0,0,0,3,1,4
226,3.6029E+14,FIL 10,Block 1100,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
227,3.6029E+14,FIL 10,Block 1098,FILLMORE,FILLMORE,27,14,2,0,4,0,0,7,4
230,3.6029E+14,FIL 3,Block 1000,FILLMORE,FILLMORE,66,30,28,1,2,0,0,5,9
253,3.6029E+14,FIL 32,Block 1010,FILLMORE,FILLMORE,27,5,20,0,0,0,0,2,0
254,3.6029E+14,FIL 11,Block 3004,FILLMORE,FILLMORE,44,1,32,1,1,0,5,4,4
255,3.6029E+14,FIL 11,Block 3005,FILLMORE,FILLMORE,108,3,39,2,59,0,2,3,2
310,3.6029E+14,FIL 3,Block 1001,FILLMORE,FILLMORE,88,54,24,1,1,0,1,7,7
316,3.6029E+14,FIL 5,Block 3003,FILLMORE,FILLMORE,145,50,20,1,6,0,44,24,80
317,3.6029E+14,FIL 4,Block 2008,FILLMORE,FILLMORE,108,92,2,0,1,0,0,13,17
318,3.6029E+14,FIL 1,Block 1000,FILLMORE,FILLMORE,195,154,19,0,9,0,1,12,3
319,3.6029E+14,FIL 1,Block 3000,FILLMORE,FILLMORE,185,141,14,3,11,0,7,9,15
320,3.6029E+14,FIL 3,Block 1004,FILLMORE,FILLMORE,30,15,1,0,11,0,0,3,1
321,3.6029E+14,FIL 3,Block 1012,FILLMORE,FILLMORE,114,56,33,0,2,0,13,10,31
322,3.6029E+14,ELL 25,Block 2005,ELLICOTT,FILLMORE,0,0,0,0,0,0,0,0,0
323,3.6029E+14,FIL 7,Block 1005,FILLMORE,FILLMORE,14,3,4,1,1,0,1,4,7
324,3.6029E+14,ELL 24,Block 1039,ELLICOTT,FILLMORE,0,0,0,0,0,0,0,0,0
326,3.6029E+14,FIL 20,Block 2001,FILLMORE,FILLMORE,43,1,35,0,4,0,0,3,8
329,3.6029E+14,FIL 22,Block 1005,FILLMORE,FILLMORE,59,5,44,0,5,0,4,1,6
330,3.6029E+14,FIL 23,Block 1015,FILLMORE,FILLMORE,83,11,15,0,53,0,0,4,3
331,3.6029E+14,FIL 24,Block 1017,FILLMORE,FILLMORE,66,1,36,0,13,0,8,8,12
364,3.6029E+14,ELL 29,Block 1034,ELLICOTT,FILLMORE,11,2,1,1,0,0,3,4,5
368,3.6029E+14,FIL 3,Block 1006,FILLMORE,FILLMORE,180,100,39,0,10,0,10,21,27
391,3.6029E+14,FIL 7,Block 1003,FILLMORE,FILLMORE,667,79,319,6,5,2,173,83,352
392,3.6029E+14,ELL 25,Block 2018,ELLICOTT,FILLMORE,62,54,0,0,8,0,0,0,2
393,3.6029E+14,FIL 6,Block 2001,FILLMORE,FILLMORE,158,111,30,1,2,0,11,3,25
439,3.6029E+14,FIL 13,Block 1019,FILLMORE,FILLMORE,29,23,3,0,0,0,3,0,6
443,3.6029E+14,FIL 15,Block 2032,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
444,3.6029E+14,FIL 18,Block 2010,FILLMORE,FILLMORE,18,12,1,0,2,0,2,1,9
445,3.6029E+14,FIL 18,Block 2007,FILLMORE,FILLMORE,14,9,2,0,0,0,3,0,4
446,3.6029E+14,FIL 15,Block 2026,FILLMORE,FILLMORE,27,10,3,0,0,0,13,1,16
447,3.6029E+14,FIL 18,Block 2022,FILLMORE,FILLMORE,38,28,6,1,0,0,0,3,4
448,3.6029E+14,FIL 15,Block 2038,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
453,3.6029E+14,FIL 8,Block 1096,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
465,3.6029E+14,FIL 19,Block 1012,FILLMORE,FILLMORE,62,23,29,1,7,0,0,2,6
466,3.6029E+14,FIL 24,Block 1013,FILLMORE,FILLMORE,186,7,122,6,46,0,4,1,10
467,3.6029E+14,FIL 25,Block 1021,FILLMORE,FILLMORE,65,10,24,0,11,1,12,7,18
470,3.6029E+14,FIL 34,Block 1003,FILLMORE,FILLMORE,141,11,85,0,19,0,16,10,30
472,3.6029E+14,FIL 26,Block 1013,FILLMORE,FILLMORE,35,10,13,0,3,0,5,4,4
473,3.6029E+14,FIL 20,Block 1004,FILLMORE,FILLMORE,19,6,9,0,4,0,0,0,0
475,3.6029E+14,ELL 24,Block 1038,ELLICOTT,FILLMORE,3,1,0,0,2,0,0,0,0
476,3.6029E+14,ELL 24,Block 2012,ELLICOTT,FILLMORE,112,41,18,0,0,0,35,18,71
477,3.6029E+14,ELL 24,Block 1015,ELLICOTT,FILLMORE,0,0,0,0,0,0,0,0,0
478,3.6029E+14,ELL 25,Block 2016,ELLICOTT,FILLMORE,0,0,0,0,0,0,0,0,0
479,3.6029E+14,ELL 24,Block 1035,ELLICOTT,FILLMORE,10,0,2,1,1,0,4,2,5
480,3.6029E+14,ELL 24,Block 1036,ELLICOTT,FILLMORE,4,0,4,0,0,0,0,0,0
481,3.6029E+14,FIL 7,Block 1085,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
482,3.6029E+14,ELL 25,Block 2019,ELLICOTT,FILLMORE,6,3,1,0,0,0,0,2,1
483,3.6029E+14,ELL 35,Block 2001,ELLICOTT,FILLMORE,89,31,0,3,0,0,24,31,64
484,3.6029E+14,FIL 5,Block 3006,FILLMORE,FILLMORE,125,47,32,0,2,0,22,22,40
485,3.6029E+14,FIL 2,Block 3005,FILLMORE,FILLMORE,198,164,2,0,7,0,14,11,20
486,3.6029E+14,FIL 1,Block 1001,FILLMORE,FILLMORE,174,123,28,0,6,0,8,9,17
487,3.6029E+14,FIL 3,Block 1003,FILLMORE,FILLMORE,35,21,4,0,0,0,5,5,9
488,3.6029E+14,ELL 25,Block 2007,ELLICOTT,FILLMORE,16,7,3,0,2,0,1,3,2
489,3.6029E+14,FIL 7,Block 2006,FILLMORE,FILLMORE,48,34,3,4,0,0,0,7,11
490,3.6029E+14,ELL 24,Block 1040,ELLICOTT,FILLMORE,585,227,337,9,4,0,7,1,74
491,3.6029E+14,FIL 19,Block 1020,FILLMORE,FILLMORE,75,58,6,0,0,0,3,8,8
492,3.6029E+14,FIL 17,Block 2013,FILLMORE,FILLMORE,43,29,8,1,2,0,0,3,11
496,3.6029E+14,FIL 18,Block 2020,FILLMORE,FILLMORE,6,0,2,0,0,0,2,2,4
500,3.6029E+14,FIL 19,Block 1005,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
501,3.6029E+14,FIL 19,Block 1013,FILLMORE,FILLMORE,30,21,2,0,0,0,0,7,4
502,3.6029E+14,FIL 27,Block 3004,FILLMORE,FILLMORE,125,5,21,0,76,0,9,14,12
503,3.6029E+14,FIL 24,Block 1011,FILLMORE,FILLMORE,45,6,21,0,10,0,1,7,9
504,3.6029E+14,FIL 28,Block 1005,FILLMORE,FILLMORE,47,9,18,0,2,0,5,13,10
505,3.6029E+14,FIL 21,Block 1005,FILLMORE,FILLMORE,126,39,52,0,16,1,8,10,32
518,3.6029E+14,FIL 18,Block 2008,FILLMORE,FILLMORE,20,6,2,0,0,0,8,4,12
568,3.6029E+14,FIL 34,Block 1002,FILLMORE,FILLMORE,117,4,75,1,24,0,5,8,9
569,3.6029E+14,FIL 20,Block 2002,FILLMORE,FILLMORE,22,0,16,0,5,0,1,0,3
571,3.6029E+14,FIL 20,Block 1008,FILLMORE,FILLMORE,39,0,23,0,12,1,2,1,1
572,3.6029E+14,FIL 20,Block 2000,FILLMORE,FILLMORE,38,4,33,0,0,0,0,1,2
575,3.6029E+14,FIL 34,Block 1001,FILLMORE,FILLMORE,101,17,62,2,13,0,0,7,16
576,3.6029E+14,FIL 26,Block 1000,FILLMORE,FILLMORE,93,14,35,2,34,0,2,6,4
580,3.6029E+14,FIL 22,Block 1006,FILLMORE,FILLMORE,34,7,24,0,2,0,1,0,3
581,3.6029E+14,FIL 23,Block 1004,FILLMORE,FILLMORE,58,4,31,0,13,0,2,8,5
582,3.6029E+14,FIL 26,Block 1009,FILLMORE,FILLMORE,75,22,6,4,33,0,3,7,1
583,3.6029E+14,FIL 26,Block 1016,FILLMORE,FILLMORE,310,40,106,0,147,0,6,11,9
584,3.6029E+14,FIL 23,Block 1003,FILLMORE,FILLMORE,69,2,37,0,0,0,4,26,26
585,3.6029E+14,FIL 24,Block 1001,FILLMORE,FILLMORE,22,14,3,2,0,0,0,3,3
586,3.6029E+14,FIL 27,Block 3005,FILLMORE,FILLMORE,196,14,48,2,128,0,0,4,3
587,3.6029E+14,FIL 24,Block 1014,FILLMORE,FILLMORE,62,31,16,3,5,0,0,7,8
588,3.6029E+14,FIL 24,Block 1000,FILLMORE,FILLMORE,54,7,4,0,40,0,2,1,2
589,3.6029E+14,FIL 20,Block 2013,FILLMORE,FILLMORE,16,0,15,0,1,0,0,0,0
591,3.6029E+14,FIL 20,Block 1002,FILLMORE,FILLMORE,24,2,18,0,0,0,0,4,0
592,3.6029E+14,FIL 20,Block 1000,FILLMORE,FILLMORE,30,1,23,0,2,0,0,4,4
702,3.6029E+14,ELL 35,Block 2006,ELLICOTT,FILLMORE,19,5,5,0,0,0,1,8,11
704,3.6029E+14,FIL 2,Block 2004,FILLMORE,FILLMORE,130,102,15,0,6,0,7,0,8
713,3.6029E+14,FIL 22,Block 1024,FILLMORE,FILLMORE,24,4,16,0,1,0,1,2,2
718,3.6029E+14,FIL 13,Block 2017,FILLMORE,FILLMORE,15,5,0,0,0,0,10,0,11
720,3.6029E+14,FIL 13,Block 2016,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
721,3.6029E+14,FIL 13,Block 2015,FILLMORE,FILLMORE,17,13,1,0,0,1,0,2,3
722,3.6029E+14,FIL 13,Block 2014,FILLMORE,FILLMORE,24,20,1,0,0,0,0,3,3
737,3.6029E+14,NIA 25,Block 4001,NIAGARA,FILLMORE,422,283,83,3,9,0,10,34,42
741,3.6029E+14,ELL 14,Block 3001,ELLICOTT,FILLMORE,243,85,106,3,14,0,17,18,28
746,3.6029E+14,ELL 15,Block 4002,ELLICOTT,FILLMORE,205,140,29,3,17,0,3,13,13
800,3.6029E+14,FIL 20,Block 1009,FILLMORE,FILLMORE,46,1,34,0,1,0,10,0,11
801,3.6029E+14,FIL 22,Block 1023,FILLMORE,FILLMORE,48,6,32,0,0,0,5,5,8
806,3.6029E+14,FIL 8,Block 1006,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
815,3.6029E+14,ELL 24,Block 1041,ELLICOTT,FILLMORE,0,0,0,0,0,0,0,0,0
816,3.6029E+14,ELL 24,Block 1011,ELLICOTT,FILLMORE,0,0,0,0,0,0,0,0,0
817,3.6029E+14,ELL 24,Block 1016,ELLICOTT,FILLMORE,0,0,0,0,0,0,0,0,0
818,3.6029E+14,ELL 24,Block 1037,ELLICOTT,FILLMORE,0,0,0,0,0,0,0,0,0
819,3.6029E+14,FIL 7,Block 1065,FILLMORE,FILLMORE,4,0,0,0,0,0,1,3,3
820,3.6029E+14,FIL 5,Block 1005,FILLMORE,FILLMORE,61,22,5,1,0,0,28,5,52
821,3.6029E+14,FIL 5,Block 2004,FILLMORE,FILLMORE,134,76,15,1,1,0,20,21,43
822,3.6029E+14,FIL 1,Block 3001,FILLMORE,FILLMORE,151,129,5,3,3,0,2,9,6
823,3.6029E+14,ELL 24,Block 2010,ELLICOTT,FILLMORE,0,0,0,0,0,0,0,0,0
824,3.6029E+14,FIL 7,Block 1007,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
827,3.6029E+14,ELL 35,Block 2004,ELLICOTT,FILLMORE,92,27,16,0,0,0,33,16,65
828,3.6029E+14,ELL 35,Block 2005,ELLICOTT,FILLMORE,18,2,1,2,0,0,7,6,14
832,3.6029E+14,FIL 19,Block 2002,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
835,3.6029E+14,FIL 19,Block 2001,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
841,3.6029E+14,FIL 21,Block 1029,FILLMORE,FILLMORE,11,0,2,0,1,0,1,7,4
842,3.6029E+14,FIL 19,Block 1018,FILLMORE,FILLMORE,56,46,3,0,0,0,4,3,1
843,3.6029E+14,FIL 27,Block 3001,FILLMORE,FILLMORE,95,12,9,0,70,1,0,3,2
844,3.6029E+14,FIL 18,Block 1028,FILLMORE,FILLMORE,10,7,0,0,0,0,0,3,1
845,3.6029E+14,FIL 23,Block 1014,FILLMORE,FILLMORE,70,16,39,0,11,0,3,1,10
847,3.6029E+14,FIL 34,Block 1004,FILLMORE,FILLMORE,95,0,81,0,6,0,0,8,0
849,3.6029E+14,FIL 27,Block 1011,FILLMORE,FILLMORE,148,2,14,0,117,0,9,6,6
850,3.6029E+14,FIL 27,Block 1014,FILLMORE,FILLMORE,284,39,101,1,136,0,0,7,3
851,3.6029E+14,FIL 20,Block 2012,FILLMORE,FILLMORE,19,2,17,0,0,0,0,0,2
852,3.6029E+14,FIL 13,Block 1014,FILLMORE,FILLMORE,22,17,3,0,0,0,0,2,6
853,3.6029E+14,FIL 13,Block 2010,FILLMORE,FILLMORE,14,10,0,0,0,0,1,3,2
855,3.6029E+14,FIL 15,Block 5004,FILLMORE,FILLMORE,64,42,1,0,0,0,4,17,18
860,3.6029E+14,FIL 8,Block 1024,FILLMORE,FILLMORE,5,0,2,0,0,0,0,3,4
909,3.6029E+14,ELL 25,Block 2006,ELLICOTT,FILLMORE,70,51,7,0,9,0,2,1,3
912,3.6029E+14,FIL 18,Block 2021,FILLMORE,FILLMORE,47,20,3,0,0,0,20,4,22
916,3.6029E+14,FIL 18,Block 2000,FILLMORE,FILLMORE,64,39,2,0,13,0,5,5,9
971,3.6029E+14,ELL 16,Block 3001,ELLICOTT,FILLMORE,457,346,62,0,26,0,4,19,10
972,3.6029E+14,ELL 9,Block 1004,ELLICOTT,FILLMORE,71,29,21,0,0,0,6,15,6
975,3.6029E+14,ELL 16,Block 3000,ELLICOTT,FILLMORE,297,167,78,2,26,0,10,14,33
1033,3.6029E+14,ELL 24,Block 2011,ELLICOTT,FILLMORE,40,30,6,0,0,0,0,4,2
1036,3.6029E+14,FIL 13,Block 1016,FILLMORE,FILLMORE,35,30,1,0,0,0,0,4,8
1039,3.6029E+14,FIL 13,Block 1020,FILLMORE,FILLMORE,86,72,5,0,0,0,7,2,10
1043,3.6029E+14,FIL 28,Block 1004,FILLMORE,FILLMORE,108,8,74,0,12,0,10,4,18
1044,3.6029E+14,FIL 28,Block 1001,FILLMORE,FILLMORE,270,48,183,5,30,0,2,2,7
1046,3.6029E+14,FIL 17,Block 2009,FILLMORE,FILLMORE,11,3,6,0,0,0,1,1,0
1047,3.6029E+14,FIL 15,Block 4002,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
1048,3.6029E+14,FIL 17,Block 2011,FILLMORE,FILLMORE,32,7,13,0,3,0,3,6,5
1053,3.6029E+14,FIL 19,Block 1004,FILLMORE,FILLMORE,47,28,5,0,5,0,2,7,14
1079,3.6029E+14,FIL 18,Block 2001,FILLMORE,FILLMORE,11,0,4,2,3,0,0,2,4
1081,3.6029E+14,FIL 28,Block 1000,FILLMORE,FILLMORE,129,14,71,0,21,0,11,12,12
1088,3.6029E+14,FIL 8,Block 1097,FILLMORE,FILLMORE,0,0,0,0,0,0,0,0,0
